,modelo,version,precio,segmento
645,TT,Coupé 2.0TDI,45487.0,Deportivo bajo
646,TT,Roadster 2.0 TFSI S-Tronic S line ed.,45488.0,Deportivo bajo
647,TT,Coupé 2.0 TFSI Q. S line edition S-T,45644.0,Deportivo bajo
648,TT,Coupé 2.0 TFSI Q. Black line edition S-T,46810.0,Deportivo bajo
649,TT,Roadster 2.0 TFSI quattro S-T S line ed.,48317.0,Deportivo bajo
650,TT,Coupé 2.0TDI S line edition,50920.0,Deportivo bajo
651,TT,S Coupé 2.0 TFSI quattro 310,51799.0,Deportivo bajo
652,TT,S Coupé 2.0 TFSI quattro S-Tronic 310,52155.0,Deportivo bajo
653,TT,Coupé 2.0TDI Black line edition,52237.0,Deportivo bajo
654,TT,S Roadster 2.0 TFSI quattro 310,54567.0,Deportivo bajo
655,TT,S Roadster 2.0 TFSI quattro S-Tronic 310,54813.0,Deportivo bajo
656,TT,S RS Coupé 2.5 TFSI quattro S-Tronic,79671.0,Deportivo bajo
657,TT,S RS Roadster 2.5 TFSI quattro S-Tronic,82681.0,Deportivo bajo
659,I3,94 Ah,36964.0,Monovolumen polivalente
660,I3,Range Extender,40314.0,Monovolumen polivalente
661,I3,94 Ah Range Extender,41564.0,Monovolumen polivalente
663,SERIE 1,116d,18322.0,Compacto
664,SERIE 1,116d,19178.0,Compacto
665,SERIE 1,116i,19502.0,Compacto
666,SERIE 1,118d,20181.0,Compacto
667,SERIE 1,116dA,20247.0,Compacto
668,SERIE 1,118i,20577.0,Compacto
669,SERIE 1,116i (4.75),20777.0,Compacto
670,SERIE 1,116dA,21046.0,Compacto
671,SERIE 1,116i,21131.0,Compacto
672,SERIE 1,118i (4.75),21894.0,Compacto
673,SERIE 1,118dA,22071.0,Compacto
674,SERIE 1,118d xDrive,22089.0,Compacto
675,SERIE 1,118i,22120.0,Compacto
676,SERIE 1,118d,22146.0,Compacto
677,SERIE 1,120d,22335.0,Compacto
678,SERIE 1,116i (4.75),22470.0,Compacto
679,SERIE 1,118iA,22536.0,Compacto
680,SERIE 1,120i,23454.0,Compacto
681,SERIE 1,118i (4.75),23498.0,Compacto
682,SERIE 1,118iA,24079.0,Compacto
683,SERIE 1,118dA,24105.0,Compacto
684,SERIE 1,118d xDrive,24124.0,Compacto
685,SERIE 1,120dA,24203.0,Compacto
686,SERIE 1,120d,24382.0,Compacto
687,SERIE 1,118d xDrive (4.75),24412.0,Compacto
688,SERIE 1,120i,25026.0,Compacto
689,SERIE 1,118d xDrive (4.75),25072.0,Compacto
690,SERIE 1,120iA,25490.0,Compacto
691,SERIE 1,120dA,26341.0,Compacto
692,SERIE 1,120dA xDrive,26763.0,Compacto
693,SERIE 1,120iA,27061.0,Compacto
694,SERIE 1,125iA,28399.0,Compacto
695,SERIE 1,120dA xDrive,29026.0,Compacto
696,SERIE 1,120dA xDrive (4.75),29269.0,Compacto
697,SERIE 1,125iA,29971.0,Compacto
698,SERIE 1,120dA xDrive (4.75),31693.0,Compacto
699,SERIE 1,M140i,34690.0,Compacto
700,SERIE 1,M140i,35492.0,Compacto
701,SERIE 1,M140iA,36925.0,Compacto
702,SERIE 1,M140iA,37728.0,Compacto
703,SERIE 2,216d Gran Tourer,22822.0,Compacto
704,SERIE 2,216d Gran Tourer,22822.0,Monovolumen compacto
705,SERIE 2,216dA Gran Tourer,24626.0,Compacto
706,SERIE 2,216dA Gran Tourer,24626.0,Monovolumen compacto
707,SERIE 2,216d Active Tourer,24850.0,Compacto
708,SERIE 2,216d Active Tourer,24850.0,Monovolumen compacto
709,SERIE 2,218d Gran Tourer,24978.0,Compacto
710,SERIE 2,218d Gran Tourer,24978.0,Monovolumen compacto
711,SERIE 2,218i Active Tourer,25372.0,Compacto
712,SERIE 2,218i Active Tourer,25372.0,Monovolumen compacto
713,SERIE 2,218d Coupé,25593.0,Compacto
714,SERIE 2,218d Coupé,25593.0,Monovolumen compacto
715,SERIE 2,218iA Gran Tourer,26158.0,Compacto
716,SERIE 2,218iA Gran Tourer,26158.0,Monovolumen compacto
717,SERIE 2,216dA Gran Tourer (4.75),26322.0,Compacto
718,SERIE 2,216dA Gran Tourer (4.75),26322.0,Monovolumen compacto
719,SERIE 2,216dA Active Tourer,26334.0,Compacto
720,SERIE 2,216dA Active Tourer,26334.0,Monovolumen compacto
721,SERIE 2,218d Gran Tourer (4.75),26688.0,Compacto
722,SERIE 2,218d Gran Tourer (4.75),26688.0,Monovolumen compacto
723,SERIE 2,218i Coupé,26728.0,Compacto
724,SERIE 2,218i Coupé,26728.0,Monovolumen compacto
725,SERIE 2,218d Gran Tourer xDrive,26950.0,Compacto
726,SERIE 2,218d Gran Tourer xDrive,26950.0,Monovolumen compacto
727,SERIE 2,218d Active Tourer,26982.0,Compacto
728,SERIE 2,218d Active Tourer,26982.0,Monovolumen compacto
729,SERIE 2,218dA Gran Tourer,26983.0,Compacto
730,SERIE 2,218dA Gran Tourer,26983.0,Monovolumen compacto
731,SERIE 2,218iA Active Tourer,27156.0,Compacto
732,SERIE 2,218iA Active Tourer,27156.0,Monovolumen compacto
733,SERIE 2,220iA Gran Tourer,27434.0,Compacto
734,SERIE 2,220iA Gran Tourer,27434.0,Monovolumen compacto
735,SERIE 2,218i Active Tourer (4.75),27497.0,Compacto
736,SERIE 2,218i Active Tourer (4.75),27497.0,Monovolumen compacto
737,SERIE 2,218dA Coupé,27631.0,Compacto
738,SERIE 2,218dA Coupé,27631.0,Monovolumen compacto
739,SERIE 2,218i Coupé (4.75),28416.0,Compacto
740,SERIE 2,218i Coupé (4.75),28416.0,Monovolumen compacto
741,SERIE 2,220d Coupé,28546.0,Compacto
742,SERIE 2,220d Coupé,28546.0,Monovolumen compacto
743,SERIE 2,218d Active Tourer xDrive,28744.0,Compacto
744,SERIE 2,218d Active Tourer xDrive,28744.0,Monovolumen compacto
745,SERIE 2,218dA Gran Tourer (4.75),28771.0,Compacto
746,SERIE 2,218dA Gran Tourer (4.75),28771.0,Monovolumen compacto
747,SERIE 2,218iA Coupé,28777.0,Compacto
748,SERIE 2,218iA Coupé,28777.0,Monovolumen compacto
749,SERIE 2,218dA Active Tourer,28963.0,Compacto
750,SERIE 2,218dA Active Tourer,28963.0,Monovolumen compacto
751,SERIE 2,218dA Gran Tourer xDrive,29033.0,Compacto
752,SERIE 2,218dA Gran Tourer xDrive,29033.0,Monovolumen compacto
753,SERIE 2,220iA Active Tourer,29551.0,Compacto
754,SERIE 2,220iA Active Tourer,29551.0,Monovolumen compacto
755,SERIE 2,218iA Active Tourer (4.75),29663.0,Compacto
756,SERIE 2,218iA Active Tourer (4.75),29663.0,Monovolumen compacto
757,SERIE 2,220dA Gran Tourer,29994.0,Compacto
758,SERIE 2,220dA Gran Tourer,29994.0,Monovolumen compacto
759,SERIE 2,218iA Coupé (4.75),30546.0,Compacto
760,SERIE 2,218iA Coupé (4.75),30546.0,Monovolumen compacto
761,SERIE 2,220dA Coupé,30585.0,Compacto
762,SERIE 2,220dA Coupé,30585.0,Monovolumen compacto
763,SERIE 2,218dA Active Tourer xDrive,30780.0,Compacto
764,SERIE 2,218dA Active Tourer xDrive,30780.0,Monovolumen compacto
765,SERIE 2,220iA Coupé,30973.0,Compacto
766,SERIE 2,220iA Coupé,30973.0,Monovolumen compacto
767,SERIE 2,218d Cabrio,31231.0,Compacto
768,SERIE 2,218d Cabrio,31231.0,Monovolumen compacto
769,SERIE 2,220dA Active Tourer,31941.0,Compacto
770,SERIE 2,220dA Active Tourer,31941.0,Monovolumen compacto
771,SERIE 2,220dA Gran Tourer xDrive,32010.0,Compacto
772,SERIE 2,220dA Gran Tourer xDrive,32010.0,Monovolumen compacto
773,SERIE 2,220dA Gran Tourer (4.75),32109.0,Compacto
774,SERIE 2,220dA Gran Tourer (4.75),32109.0,Monovolumen compacto
775,SERIE 2,220dA Coupé xDrive,32216.0,Compacto
776,SERIE 2,220dA Coupé xDrive,32216.0,Monovolumen compacto
777,SERIE 2,218i Cabrio,32323.0,Compacto
778,SERIE 2,218i Cabrio,32323.0,Monovolumen compacto
779,SERIE 2,225iA Active Tourer,32900.0,Compacto
780,SERIE 2,225iA Active Tourer,32900.0,Monovolumen compacto
781,SERIE 2,218d Cabrio (4.75),33093.0,Compacto
782,SERIE 2,218d Cabrio (4.75),33093.0,Monovolumen compacto
783,SERIE 3,318i,23461.0,Deportivo bajo
784,SERIE 3,318i,23461.0,Familiar
785,SERIE 3,316d,23835.0,Deportivo bajo
786,SERIE 3,316d,23835.0,Familiar
787,SERIE 3,318i (4.75),24382.0,Deportivo bajo
788,SERIE 3,318i (4.75),24382.0,Familiar
789,SERIE 3,318i Touring,24924.0,Deportivo bajo
790,SERIE 3,318i Touring,24924.0,Familiar
791,SERIE 3,318iA,25493.0,Deportivo bajo
792,SERIE 3,318iA,25493.0,Familiar
793,SERIE 3,316d Touring,25495.0,Deportivo bajo
794,SERIE 3,316d Touring,25495.0,Familiar
795,SERIE 3,316dA,25867.0,Deportivo bajo
796,SERIE 3,316dA,25867.0,Familiar
797,SERIE 3,318iA (4.75),26494.0,Deportivo bajo
798,SERIE 3,318iA (4.75),26494.0,Familiar
799,SERIE 3,318d Business,26789.0,Deportivo bajo
800,SERIE 3,318d Business,26789.0,Familiar
801,SERIE 3,318iA Touring,27036.0,Deportivo bajo
802,SERIE 3,318iA Touring,27036.0,Familiar
803,SERIE 3,318d Touring,27155.0,Deportivo bajo
804,SERIE 3,318d Touring,27155.0,Familiar
805,SERIE 3,320d EfficientDynamics,27279.0,Deportivo bajo
806,SERIE 3,320d EfficientDynamics,27279.0,Familiar
807,SERIE 3,320i,27414.0,Deportivo bajo
808,SERIE 3,320i,27414.0,Familiar
809,SERIE 3,316dA Touring,27527.0,Deportivo bajo
810,SERIE 3,316dA Touring,27527.0,Familiar
811,SERIE 3,320d,27943.0,Deportivo bajo
812,SERIE 3,320d,27943.0,Familiar
813,SERIE 3,318dA Business,28092.0,Deportivo bajo
814,SERIE 3,318dA Business,28092.0,Familiar
815,SERIE 3,320d Touring EfficientDynamics,28939.0,Deportivo bajo
816,SERIE 3,320d Touring EfficientDynamics,28939.0,Familiar
817,SERIE 3,320i Touring,29074.0,Deportivo bajo
818,SERIE 3,320i Touring,29074.0,Familiar
819,SERIE 3,318dA Touring,29187.0,Deportivo bajo
820,SERIE 3,318dA Touring,29187.0,Familiar
821,SERIE 3,320dA EfficientDynamics,29311.0,Deportivo bajo
822,SERIE 3,320dA EfficientDynamics,29311.0,Familiar
823,SERIE 3,320iA,29526.0,Deportivo bajo
824,SERIE 3,320iA,29526.0,Familiar
825,SERIE 3,320d Touring,29603.0,Deportivo bajo
826,SERIE 3,320d Touring,29603.0,Familiar
827,SERIE 3,318d Touring (4.75),29743.0,Deportivo bajo
828,SERIE 3,318d Touring (4.75),29743.0,Familiar
829,SERIE 3,320dA,29975.0,Deportivo bajo
830,SERIE 3,320dA,29975.0,Familiar
831,SERIE 3,320d xDrive,30018.0,Deportivo bajo
832,SERIE 3,320d xDrive,30018.0,Familiar
833,SERIE 3,318d,30213.0,Deportivo bajo
834,SERIE 3,318d,30213.0,Familiar
835,SERIE 3,320dA Touring EfficientDynamics,30971.0,Deportivo bajo
836,SERIE 3,320dA Touring EfficientDynamics,30971.0,Familiar
837,SERIE 3,320iA Touring,31187.0,Deportivo bajo
838,SERIE 3,320iA Touring,31187.0,Familiar
839,SERIE 3,320d Touring xDrive,31481.0,Deportivo bajo
840,SERIE 3,320d Touring xDrive,31481.0,Familiar
841,SERIE 3,320dA Touring,31635.0,Deportivo bajo
842,SERIE 3,320dA Touring,31635.0,Familiar
843,SERIE 3,320i Gran Turismo,31997.0,Deportivo bajo
844,SERIE 3,320i Gran Turismo,31997.0,Familiar
845,SERIE 3,320dA xDrive,32050.0,Deportivo bajo
846,SERIE 3,320dA xDrive,32050.0,Familiar
847,SERIE 3,318dA,32221.0,Deportivo bajo
848,SERIE 3,318dA,32221.0,Familiar
849,SERIE 3,320d Touring (4.75),32288.0,Deportivo bajo
