,marca,modelo,version,precio,segmento
0,ABARTH,124 SPIDER,Abarth  1.4 170,35093.0,Deportivo bajo
2,ABARTH,124 SPIDER,Abarth  1.4 Scorpione 170,36511.0,Deportivo bajo
4,ABARTH,124 SPIDER,Abarth  1.4 Aut. 170,37961.0,Deportivo bajo
6,ABARTH,124 SPIDER,Abarth  1.4 Scorpione Aut. 170,38511.0,Deportivo bajo
8,FIAT,124 SPIDER,1.4 Multiair 140,23229.0,Deportivo bajo
10,FIAT,124 SPIDER,1.4 Multiair Lusso 140,25109.0,Deportivo bajo
12,FIAT,124 SPIDER,1.4 Multiair Lusso Aut. 140,30260.0,Deportivo bajo
14,FIAT,124 SPIDER,1.4 Multiair Europa 140,32260.0,Deportivo bajo
16,FIAT,124 SPIDER,1.4 Multiair America 140,32260.0,Deportivo bajo
18,FIAT,124 SPIDER,1.4 Multiair America Aut. 140,34260.0,Deportivo bajo
20,FIAT,124 SPIDER,1.4 Multiair Europa Aut. 140,34260.0,Deportivo bajo
22,ABARTH,595,Abarth  1.4T-Jet 145,15670.0,Superutilitario
23,ABARTH,595,Abarth C 1.4T-Jet 145,17316.0,Superutilitario
24,ABARTH,595,Abarth  1.4T-Jet Turismo 165,20497.0,Superutilitario
25,ABARTH,595,Abarth  1.4T-Jet 145 Aut.,21086.0,Superutilitario
26,ABARTH,595,Abarth  1.4T-Jet Pista 160,21861.0,Superutilitario
27,ABARTH,595,Abarth C 1.4T-Jet Turismo 165,22208.0,Superutilitario
28,ABARTH,595,Abarth C 1.4T-Jet 145 Aut.,22936.0,Superutilitario
29,ABARTH,595,Abarth  1.4T-Jet Competizione 180,23272.0,Superutilitario
30,ABARTH,595,Abarth C 1.4T-Jet Pista 160,23711.0,Superutilitario
31,ABARTH,595,Abarth  1.4T-Jet Pista 160 Aut.,23786.0,Superutilitario
32,ABARTH,595,Abarth C 1.4T-Jet Competizione180,24983.0,Superutilitario
33,ABARTH,595,Abarth  1.4T-Jet Turismo 165 Aut.,25086.0,Superutilitario
34,ABARTH,595,Abarth C 1.4T-Jet Pista 160 Aut.,25636.0,Superutilitario
35,ABARTH,595,Abarth 695 1.4T-Jet XSR Yamaha 165,25961.0,Superutilitario
36,ABARTH,595,Abarth C 1.4T-Jet Turismo 165 Aut.,26936.0,Superutilitario
37,ABARTH,595,Abarth 695 1.4T-Jet Rivale 180,27491.0,Superutilitario
38,ABARTH,595,Abarth 695C 1.4T-Jet XSR Yamaha 165,27811.0,Superutilitario
39,ABARTH,595,Abarth 695 1.4T-Jet XSR Yamaha 165 Aut.,27885.0,Superutilitario
40,ABARTH,595,Abarth  1.4T-Jet Competizione 180 Aut.,28086.0,Superutilitario
41,ABARTH,595,Abarth 695 1.4T-Jet Rivale 180 Aut.,29416.0,Superutilitario
42,ABARTH,595,Abarth 695C 1.4T-Jet Rivale 180,29491.0,Superutilitario
43,ABARTH,595,Abarth 695C 1.4T-Jet XSR Yamaha 165 Aut,29736.0,Superutilitario
44,ABARTH,595,Abarth C 1.4T-Jet Competizione180 Aut.,29936.0,Superutilitario
45,ABARTH,595,Abarth 695 1.4T-Jet Rivale 175 Aniversario 180,31186.0,Superutilitario
46,ABARTH,595,Abarth 695C 1.4T-Jet Rivale 180 Aut.,31415.0,Superutilitario
47,ABARTH,595,Abarth 695 1.4T-Jet Rivale 175 Aniversario 180 Aut.,33111.0,Superutilitario
48,ABARTH,595,Abarth 695C 1.4T-Jet Rivale 175 Aniversario 180,33186.0,Superutilitario
49,ABARTH,595,Abarth 695C 1.4T-Jet Rivale 175 Aniversario 180 Aut.,35111.0,Superutilitario
50,FIAT,500,1.2 Pop 69,9686.0,Superutilitario
52,FIAT,500,1.2 Lounge 69,11656.0,Superutilitario
54,FIAT,500,1.2 S 69,11935.0,Superutilitario
56,FIAT,500,C 1.2 Pop 69,12206.0,Superutilitario
58,FIAT,500,1.2 GLP Lounge,13051.0,Superutilitario
60,FIAT,500,0.9 T TwinAir Lounge 105,13516.0,Superutilitario
62,FIAT,500,0.9 T TwinAir S Aut. 85,13795.0,Superutilitario
64,FIAT,500,0.9 T TwinAir S 105,13795.0,Superutilitario
66,FIAT,500,1.2 Mirror 69,14057.0,Superutilitario
68,FIAT,500,C 1.2 Lounge 69,14260.0,Superutilitario
70,FIAT,500,C 1.2 S 69,14539.0,Superutilitario
72,FIAT,500,1.2 Riva 69,14632.0,Superutilitario
74,FIAT,500,1.2 Aniversario 69,15257.0,Superutilitario
76,FIAT,500,1.3 Multijet Start&Stop; Lounge 95,15909.0,Superutilitario
78,FIAT,500,C 0.9 T TwinAir Lounge 105,16120.0,Superutilitario
80,FIAT,500,1.3 Multijet Start&Stop; S 95,16188.0,Superutilitario
82,FIAT,500,C 0.9 T TwinAir S Aut. 85,16399.0,Superutilitario
84,FIAT,500,C 0.9 T TwinAir S 105,16399.0,Superutilitario
86,FIAT,500,0.9 T TwinAir Riva 105,16492.0,Superutilitario
88,FIAT,500,C 1.2 Mirror 69,16857.0,Superutilitario
90,FIAT,500,C 1.2 Riva 69,17236.0,Superutilitario
92,FIAT,500,C 1.2 Aniversario 69,18057.0,Superutilitario
94,FIAT,500,C 1.3Multijet Start&Stop; Lounge 95,18513.0,Superutilitario
96,FIAT,500,C 1.3Multijet Start&Stop; S 95,18792.0,Superutilitario
98,FIAT,500,C 0.9 T TwinAir Riva 105,19096.0,Superutilitario
100,FIAT,500,C 1.2 60th 69,21507.0,Superutilitario
102,FIAT,500L,1.4 Pop Star 95,16760.0,Monovolumen polivalente
103,FIAT,500L,1.4 Lounge 95,18260.0,Monovolumen polivalente
104,FIAT,500L,1.4 Cross 95,18560.0,Monovolumen polivalente
105,FIAT,500L,1.3Mjt II S&S; Pop Star 95,18878.0,Monovolumen polivalente
106,FIAT,500L,0.9 Turbo TwinAir S&S; Lounge 105,19378.0,Monovolumen polivalente
107,FIAT,500L,1.4 T-Jet GLP Pop Star 120,19660.0,Monovolumen polivalente
108,FIAT,500L,0.9 Turbo TwinAir S&S; Cross 105,19678.0,Monovolumen polivalente
109,FIAT,500L,1.3Mjt II S&S; Pop Star 95 Aut.,19878.0,Monovolumen polivalente
110,FIAT,500L,0.9 TwinAir GNC Pop Star 80,20228.0,Monovolumen polivalente
111,FIAT,500L,1.3Mjt II S&S; Lounge 95,20378.0,Monovolumen polivalente
112,FIAT,500L,1.3Mjt II S&S; Cross 95,20678.0,Monovolumen polivalente
113,FIAT,500L,1.6Mjt II S&S; Pop Star 120,20678.0,Monovolumen polivalente
114,FIAT,500L,Living 1.3Mjt II S&S; Lounge 95,20878.0,Monovolumen polivalente
115,FIAT,500L,1.4 T-Jet GLP Lounge 120,21160.0,Monovolumen polivalente
116,FIAT,500L,1.3Mjt II S&S; Lounge 95 Aut.,21378.0,Monovolumen polivalente
117,FIAT,500L,1.4 T-Jet GLP Cross 120,21460.0,Monovolumen polivalente
118,FIAT,500L,1.3Mjt II S&S; Cross 95 Aut.,21678.0,Monovolumen polivalente
119,FIAT,500L,Living 1.3Mjt II S&S; Lounge 95 Aut.,21878.0,Monovolumen polivalente
120,FIAT,500L,1.6Mjt II S&S; Lounge 120,22178.0,Monovolumen polivalente
121,FIAT,500L,1.6Mjt II S&S; Cross 120,22478.0,Monovolumen polivalente
122,FIAT,500L,Living 1.6Mjt II S&S; Lounge 120,22678.0,Monovolumen polivalente
123,FIAT,500X,1.6 E-Torq Pop 4x2 110,13435.0,TTE Pequeño
124,FIAT,500X,1.6 E-Torq Pop Star 4x2 110,14300.0,TTE Pequeño
125,FIAT,500X,1.3Mjt Pop 4x2 95,14765.0,TTE Pequeño
126,FIAT,500X,1.3Mjt Pop Star 4x2 95,15630.0,TTE Pequeño
127,FIAT,500X,1.4 Multiair Pop Star 4x2 140,16030.0,TTE Pequeño
128,FIAT,500X,1.6 E-Torq Lounge 4x2 110,16030.0,TTE Pequeño
129,FIAT,500X,1.6Mjt Pop Star 4x2 120,16868.0,TTE Pequeño
130,FIAT,500X,1.4 Multiair Cross 4x2 140,16895.0,TTE Pequeño
131,FIAT,500X,1.3Mjt Lounge 4x2 95,17360.0,TTE Pequeño
132,FIAT,500X,1.4 Multiair Pop Star 4x2 DDCT 140,17500.0,TTE Pequeño
133,FIAT,500X,1.6Mjt Cross 4x2 120,17733.0,TTE Pequeño
134,FIAT,500X,1.4 Multiair Lounge 4x2 140,17760.0,TTE Pequeño
135,FIAT,500X,1.4 Multiair Cross 4x2 DDCT 140,18365.0,TTE Pequeño
136,FIAT,500X,1.6Mjt Lounge 4x2 120,18598.0,TTE Pequeño
137,FIAT,500X,1.4 Multiair Cross Plus 4x2 140,18625.0,TTE Pequeño
138,FIAT,500X,1.4 Multiair Lounge 4x2 DDCT 140,19230.0,TTE Pequeño
139,FIAT,500X,1.6Mjt Cross Plus 4x2 120,19463.0,TTE Pequeño
140,FIAT,500X,2.0Mjt Cross 4x4 140,19804.0,TTE Pequeño
141,FIAT,500X,1.6 E-Torq Cross 4x2 110,19810.0,TTE Pequeño
142,FIAT,500X,1.4 Multiair Cross Plus 4x2 DDCT 140,20095.0,TTE Pequeño
143,FIAT,500X,1.6 E-Torq S-Design 4x2 110,20310.0,TTE Pequeño
144,FIAT,500X,1.4 Multiair Cross 4x4 Aut. 170,20701.0,TTE Pequeño
145,FIAT,500X,1.4 T-Jet GLP Pop 4x2 120,20910.0,TTE Pequeño
146,FIAT,500X,1.6 E-Torq S-Design Cross 4x2 110,21310.0,TTE Pequeño
147,FIAT,500X,1.3Mjt Cross 4x2 95,21528.0,TTE Pequeño
148,FIAT,500X,2.0Mjt Cross Plus 4x4 140,21534.0,TTE Pequeño
149,FIAT,500X,2.0Mjt Cross 4x4 Aut. 140,21534.0,TTE Pequeño
150,FIAT,500X,1.4 T-Jet GLP Pop Star 4x2 120,21710.0,TTE Pequeño
151,FIAT,500X,1.6 E-Torq Cross Plus 4x2 110,21810.0,TTE Pequeño
152,FIAT,500X,1.3Mjt S-Design 4x2 95,22028.0,TTE Pequeño
153,FIAT,500X,1.4 Multiair S-Design 4x2 140,22310.0,TTE Pequeño
154,FIAT,500X,1.4 Multiair Cross Plus 4x4 Aut. 170,22431.0,TTE Pequeño
155,FIAT,500X,1.4 T-Jet GLP Cross 4x2 120,22710.0,TTE Pequeño
156,FIAT,500X,1.3Mjt S-Design Cross 4x2 95,23028.0,TTE Pequeño
157,FIAT,500X,1.4 T-Jet GLP S-Design 4x2 120,23210.0,TTE Pequeño
158,FIAT,500X,1.6Mjt S-Design 4x2 120,23228.0,TTE Pequeño
159,FIAT,500X,2.0Mjt Cross Plus 4x4 Aut. 140,23264.0,TTE Pequeño
160,FIAT,500X,1.4 Multiair S-Design Cross 4x2 140,23310.0,TTE Pequeño
161,FIAT,500X,1.6Mjt Pop Star 4x2 DDCT 120,23428.0,TTE Pequeño
162,FIAT,500X,1.3Mjt Cross Plus 4x2 95,23528.0,TTE Pequeño
163,FIAT,PANDA,1.2 Pop,7284.0,Superutilitario
164,FIAT,PANDA,1.2 Easy,7753.0,Superutilitario
165,FIAT,PANDA,1.2 Lounge,8918.0,Superutilitario
166,FIAT,PANDA,0.9 TwinAir Lounge,10251.0,Superutilitario
167,FIAT,PANDA,1.2 Gasolina-GLP Lounge,10423.0,Superutilitario
168,FIAT,PANDA,1.3 Lounge 95,11045.0,Superutilitario
169,FIAT,PANDA,0.9 Gasolina-Metano TwinAir Lounge 80,12272.0,Superutilitario
170,FIAT,PANDA,0.9 TwinAir 4x4,12831.0,Superutilitario
171,FIAT,PANDA,1.3 4x4 95,13610.0,Superutilitario
172,FIAT,PANDA,1.2 4x2 City Cross,14216.0,Superutilitario
173,FIAT,PANDA,0.9 TwinAir 4x4 Cross,15024.0,Superutilitario
174,FIAT,PANDA,1.3 4x4 Cross 95,15576.0,Superutilitario
175,FIAT,PANDA,1.3 4x2 City Cross 95,17185.0,Superutilitario
181,FIAT,PUNTO,1.2 S&S; 69 E6,13230.0,Utilitario/Polivalente
182,FIAT,PUNTO,1.4 S&S;,13811.0,Utilitario/Polivalente
183,FIAT,PUNTO,1.4 Gasolina-GLP,15730.0,Utilitario/Polivalente
184,FIAT,PUNTO,1.4 Natural Power Gasolina-Metano,16080.0,Utilitario/Polivalente
185,FIAT,PUNTO,1.3Mjt 95,16630.0,Utilitario/Polivalente
186,FIAT,TIPO,Sedán 1.4 Easy 95,11786.0,Compacto
187,FIAT,TIPO,Sedán 1.3 Multijet II Easy 95,12036.0,Compacto
188,FIAT,TIPO,1.4 Easy 95,12797.0,Compacto
189,FIAT,TIPO,Sedán 1.4 Lounge 95,12929.0,Compacto
190,FIAT,TIPO,SW 1.4 Easy 95,13790.0,Compacto
191,FIAT,TIPO,1.4 Lounge 95,13878.0,Compacto
192,FIAT,TIPO,Sedán 1.4 Pop 95,13981.0,Compacto
193,FIAT,TIPO,1.3 Multijet II Easy 95,14210.0,Compacto
194,FIAT,TIPO,SW 1.4 Lounge 95,14808.0,Compacto
195,FIAT,TIPO,1.4 Pop 95,15001.0,Compacto
196,FIAT,TIPO,1.3 Multijet II Lounge 95,15140.0,Compacto
197,FIAT,TIPO,1.4 T-Jet Gasolina-GLP Easy 120,15645.0,Compacto
198,FIAT,TIPO,1.6 Multijet II Easy 120,15884.0,Compacto
199,FIAT,TIPO,SW 1.3 Multijet II Easy 95,15892.0,Compacto
200,FIAT,TIPO,Sedán 1.3 Multijet II Lounge 95,15905.0,Compacto
201,FIAT,TIPO,SW 1.4 Pop 95,16001.0,Compacto
202,FIAT,TIPO,Sedán 1.3 Multijet II Pop 95,16100.0,Compacto
203,FIAT,TIPO,1.4 T-Jet Gasolina-GLP Lounge 120,16575.0,Compacto
204,FIAT,TIPO,SW 1.4 T-Jet Gasolina-GLP Easy 120,16575.0,Compacto
205,FIAT,TIPO,Sedán 1.6 Multijet II Easy 120,16649.0,Compacto
206,FIAT,TIPO,1.6 Multijet II Lounge 120,16814.0,Compacto
207,FIAT,TIPO,SW 1.3 Multijet II Lounge 95,16822.0,Compacto
208,FIAT,TIPO,Sedán 1.4 T-Jet Gasolina-GLP Pop 120,16881.0,Compacto
209,FIAT,TIPO,1.3 Multijet II Pop 95,17120.0,Compacto
210,FIAT,TIPO,SW 1.4 T-Jet Gasolina-GLP Lounge 120,17505.0,Compacto
211,FIAT,TIPO,SW 1.6 Multijet II Easy 120,17566.0,Compacto
212,FIAT,TIPO,Sedán 1.6 Multijet II Lounge 120,17579.0,Compacto
213,FIAT,TIPO,1.4 T-Jet Easy 120,17601.0,Compacto
214,FIAT,TIPO,Sedán 1.4 T-Jet Gasolina-GLP Easy 120,17881.0,Compacto
215,FIAT,TIPO,Sedán 1.6 Multijet II Pop 120,17900.0,Compacto
216,FIAT,TIPO,1.4 T-Jet Gasolina-GLP Pop 120,17901.0,Compacto
217,FIAT,TIPO,1.6 Multijet II Easy DDCT 120,18031.0,Compacto
218,FIAT,TIPO,SW 1.3 Multijet II Pop 95,18120.0,Compacto
219,FIAT,TIPO,SW 1.6 Multijet II Lounge 120,18496.0,Compacto
220,FIAT,TIPO,SW 1.4 T-Jet Easy 120,18601.0,Compacto
221,FIAT,TIPO,1.4 T-Jet Lounge 120,18601.0,Compacto
222,FIAT,TIPO,Sedán 1.4 T-Jet Gasolina-GLP Lounge 120,18881.0,Compacto
223,FIAT,TIPO,SW 1.4 T-Jet Gasolina-GLP Pop 120,18901.0,Compacto
224,FIAT,TIPO,1.6 Multijet II Pop 120,18920.0,Compacto
225,FIAT,TIPO,1.6 Multijet II Lounge DDCT 120,18961.0,Compacto
226,AUDI,A1,1.0 TFSI Attraction,14426.0,Utilitario/Polivalente
227,AUDI,A1,Sportback 1.0 TFSI Adrenalin,15296.0,Utilitario/Polivalente
228,AUDI,A1,Sportback 1.0 TFSI Attraction,15471.0,Utilitario/Polivalente
229,AUDI,A1,Sportback 1.0 TFSI Design,15565.0,Utilitario/Polivalente
230,AUDI,A1,1.4TDI Adrenalin,15613.0,Utilitario/Polivalente
231,AUDI,A1,Sportback 1.0 TFSI Active Kit,15761.0,Utilitario/Polivalente
232,AUDI,A1,1.4TDI Attraction,15784.0,Utilitario/Polivalente
233,AUDI,A1,1.0 TFSI Adrenalin,15794.0,Utilitario/Polivalente
234,AUDI,A1,1.4TDI Design,15836.0,Utilitario/Polivalente
235,AUDI,A1,1.0 TFSI Attracted,15893.0,Utilitario/Polivalente
236,AUDI,A1,1.6TDI Adrenalin,16032.0,Utilitario/Polivalente
237,AUDI,A1,1.4TDI Active Kit,16078.0,Utilitario/Polivalente
238,AUDI,A1,1.0 TFSI Attraction S tronic,16091.0,Utilitario/Polivalente
239,AUDI,A1,1.6TDI Design,16193.0,Utilitario/Polivalente
240,AUDI,A1,Sportback 1.4 TFSI Adrenalin 125,16302.0,Utilitario/Polivalente
241,AUDI,A1,Sportback 1.4 TFSI Design 125,16455.0,Utilitario/Polivalente
242,AUDI,A1,1.6TDI Active Kit,16497.0,Utilitario/Polivalente
243,AUDI,A1,1.4 TFSI Attraction 125,16507.0,Utilitario/Polivalente
244,AUDI,A1,1.0 TFSI Active Kit,16509.0,Utilitario/Polivalente
245,AUDI,A1,1.0 TFSI Design,16545.0,Utilitario/Polivalente
246,AUDI,A1,Sportback 1.0 TFSI Attracted,16572.0,Utilitario/Polivalente
247,AUDI,A1,Sportback 1.4TDI Attraction,16649.0,Utilitario/Polivalente
248,AUDI,A1,Sportback 1.4 TFSI Active Kit 125,16767.0,Utilitario/Polivalente
249,AUDI,A1,Sportback 1.4TDI Adrenalin,16897.0,Utilitario/Polivalente
250,AUDI,A1,1.4TDI Attracted,16907.0,Utilitario/Polivalente
251,AUDI,A1,Sportback 1.0 TFSI Adrenalin S tronic,17000.0,Utilitario/Polivalente
252,AUDI,A1,1.6TDI Attraction,17008.0,Utilitario/Polivalente
253,AUDI,A1,1.0 TFSI Attracted S tronic,17023.0,Utilitario/Polivalente
254,AUDI,A1,Sportback 1.0 TFSI Adrenalin2,17068.0,Utilitario/Polivalente
255,AUDI,A1,Sportback 1.4TDI Design,17087.0,Utilitario/Polivalente
256,AUDI,A1,Sportback 1.0 TFSI Attraction S tronic,17155.0,Utilitario/Polivalente
257,AUDI,A1,Sportback 1.0 TFSI Design S tronic,17184.0,Utilitario/Polivalente
258,AUDI,A1,1.4TDI Adrenalin S tronic,17316.0,Utilitario/Polivalente
259,AUDI,A1,Sportback 1.6TDI Adrenalin,17317.0,Utilitario/Polivalente
260,AUDI,A1,Sportback 1.4TDI Active Kit,17363.0,Utilitario/Polivalente
261,AUDI,A1,1.4TDI Adrenalin2,17380.0,Utilitario/Polivalente
262,AUDI,A1,1.4TDI Attraction S tronic,17431.0,Utilitario/Polivalente
263,AUDI,A1,Sportback 1.6TDI Design,17444.0,Utilitario/Polivalente
264,AUDI,A1,1.4TDI Design S tronic,17456.0,Utilitario/Polivalente
265,AUDI,A1,Sportback 1.0 TFSI Active Kit S tronic,17465.0,Utilitario/Polivalente
266,AUDI,A3,1.6TDI Sport Edition 116,20122.0,Compacto
267,AUDI,A3,1.6TDI Design Edition 116,20122.0,Compacto
268,AUDI,A3,1.0 TFSI Design Edition 116,20231.0,Compacto
269,AUDI,A3,1.0 TFSI Sport Edition 116,20231.0,Compacto
270,AUDI,A3,1.0 TFSI 116,20395.0,Compacto
271,AUDI,A3,1.6TDI 116,20661.0,Compacto
272,AUDI,A3,Sportback 1.0 TFSI 116,21017.0,Compacto
273,AUDI,A3,Sportback 1.6TDI Design Edition 116,21186.0,Compacto
274,AUDI,A3,Sportback 1.6TDI Sport Edition 116,21186.0,Compacto
275,AUDI,A3,Sportback 1.0 TFSI Sport Edition 116,21403.0,Compacto
276,AUDI,A3,Sportback 1.0 TFSI Design Edition 116,21403.0,Compacto
277,AUDI,A3,1.5 TFSI COD EVO Design Edition 150,21405.0,Compacto
278,AUDI,A3,1.5 TFSI COD EVO Sport Edition 150,21405.0,Compacto
279,AUDI,A3,1.6TDI S Line Edition 116,21696.0,Compacto
280,AUDI,A3,1.0 TFSI S Line Edition 116,21814.0,Compacto
281,AUDI,A3,Sedán 1.0 TFSI 116,22041.0,Compacto
282,AUDI,A3,1.6TDI Sport Edition S tronic 116,22045.0,Compacto
283,AUDI,A3,2.0TDI Design Edition 150,22057.0,Compacto
284,AUDI,A3,2.0TDI Sport Edition 150,22057.0,Compacto
285,AUDI,A3,1.6TDI Design Edition S tronic 116,22141.0,Compacto
286,AUDI,A3,Sportback 1.6TDI 116,22198.0,Compacto
287,AUDI,A3,1.0 TFSI Sport Edition S tronic 116,22261.0,Compacto
288,AUDI,A3,1.0 TFSI Design Edition S tronic 116,22261.0,Compacto
289,AUDI,A3,1.0 TFSI S tronic 116,22400.0,Compacto
290,AUDI,A3,2.0TDI 150,22510.0,Compacto
291,AUDI,A3,Sedán 1.6TDI 116,22528.0,Compacto
292,AUDI,A3,1.6TDI Black line edition 116,22533.0,Compacto
293,AUDI,A3,SB 1.5 TFSI COD EVO Sport Edition 150,22565.0,Compacto
294,AUDI,A3,SB 1.5 TFSI COD EVO Design Edition 150,22565.0,Compacto
295,AUDI,A3,1.6TDI S tronic 116,22590.0,Compacto
296,AUDI,A3,1.0 TFSI Black line Edition 116,22655.0,Compacto
297,AUDI,A3,Sportback 1.6TDI S Line Edition 116,22760.0,Compacto
298,AUDI,A3,Sportback 1.5 TFSI COD EVO 150,22822.0,Compacto
299,AUDI,A3,Sportback 1.0 TFSI S tronic 116,22946.0,Compacto
300,AUDI,A3,Sportback 1.0 TFSI S Line Edition 116,22976.0,Compacto
301,AUDI,A3,1.5 TFSI COD EVO S Line Edition 150,22987.0,Compacto
302,AUDI,A3,Sportback 2.0TDI Sport Edition 150,23121.0,Compacto
303,AUDI,A3,Sportback 2.0TDI Design Edition 150,23121.0,Compacto
304,AUDI,A3,Sportback 1.6TDI Sport Edition S tronic 116,23204.0,Compacto
305,AUDI,A3,Sportback 1.6TDI Design Edition S tronic 116,23204.0,Compacto
306,AUDI,A4,2.0TDI S line edition 150,26589.0,Familiar
307,AUDI,A4,1.4 TFSI Advanced edition 150,26720.0,Familiar
308,AUDI,A4,1.4 TFSI S line edition 150,26883.0,Familiar
309,AUDI,A4,2.0TDI Advanced edition 122,26950.0,Familiar
310,AUDI,A4,2.0TDI Design edition 122,27107.0,Familiar
311,AUDI,A4,1.4 TFSI 150,27464.0,Familiar
312,AUDI,A4,2.0TDI Advanced edition 150,27885.0,Familiar
313,AUDI,A4,2.0TDI Design edition 150,28041.0,Familiar
314,AUDI,A4,2.0TDI ultra Advanced edition 150,28063.0,Familiar
315,AUDI,A4,2.0TDI 122,28093.0,Familiar
316,AUDI,A4,Avant 1.4 TFSI S line edition 150,28502.0,Familiar
317,AUDI,A4,Avant 1.4 TFSI Advanced edition 150,28527.0,Familiar
318,AUDI,A4,1.4 TFSI Design edition 150,28581.0,Familiar
319,AUDI,A4,2.0TDI quattro-ultra S line edition 150,28866.0,Familiar
320,AUDI,A4,2.0TDI 150,28987.0,Familiar
321,AUDI,A4,2.0TDI S line edition S tronic 150,28995.0,Familiar
322,AUDI,A4,2.0TDI ultra 150,29165.0,Familiar
323,AUDI,A4,Avant 2.0TDI Advanced edition 122,29342.0,Familiar
324,AUDI,A4,2.0TDI S line edition 190,29412.0,Familiar
325,AUDI,A4,Avant 1.4 TFSI 150,29547.0,Familiar
326,AUDI,A4,Avant 1.4 TFSI Black line edition 150,29747.0,Familiar
327,AUDI,A4,Avant 2.0TDI 122,29810.0,Familiar
328,AUDI,A4,2.0TDI quattro-ultra Advanced ed. 150,30161.0,Familiar
329,AUDI,A4,Avant 2.0TDI S line edition 150,30207.0,Familiar
330,AUDI,A4,Avant 2.0TDI Advanced edition 150,30282.0,Familiar
331,AUDI,A4,2.0TDI Advanced edition S tronic 150,30291.0,Familiar
332,AUDI,A4,Avant 1.4 TFSI Design edition 150,30389.0,Familiar
333,AUDI,A4,2.0TDI Design edition S tronic 150,30447.0,Familiar
334,AUDI,A4,Avant 2.0TDI ultra Advanced ed. 150,30461.0,Familiar
335,AUDI,A4,2.0TDI ultra Advanced ed. S tronic 150,30468.0,Familiar
336,AUDI,A4,Avant 2.0TDI Design edition 122,30659.0,Familiar
337,AUDI,A4,Avant 2.0TDI 150,30703.0,Familiar
338,AUDI,A4,2.0TDI Advanced edition 190,30707.0,Familiar
339,AUDI,A4,2.0TDI Design edition 190,30864.0,Familiar
340,AUDI,A4,Avant 2.0TDI ultra 150,30882.0,Familiar
341,AUDI,A4,2.0TDI S tronic 150,31288.0,Familiar
342,AUDI,A4,Avant 2.0TDI Black line edition 150,31405.0,Familiar
343,AUDI,A4,2.0TDI ultra S tronic 150,31466.0,Familiar
344,AUDI,A4,Avant 2.0TDI Design edition 150,31599.0,Familiar
345,AUDI,A4,2.0TDI 190,31686.0,Familiar
346,AUDI,A4 ALLROAD,Q-ultra 2.0TDI unlimited ed. 150,33943.0,Familiar
347,AUDI,A4 ALLROAD,quattro 2.0TDI 150,35635.0,Familiar
348,AUDI,A4 ALLROAD,Q. 2.0TDI unlimited ed. S-T 163,36470.0,Familiar
349,AUDI,A4 ALLROAD,quattro 2.0TDI S-Tronic 163,38092.0,Familiar
350,AUDI,A4 ALLROAD,Q. 2.0TDI unlimited ed. S-T 190,39220.0,Familiar
351,AUDI,A4 ALLROAD,quattro 2.0TDI S-Tronic 190,40765.0,Familiar
352,AUDI,A4 ALLROAD,quattro-ultra 2.0TFSI S-T MH 252,41963.0,Familiar
353,AUDI,A4 ALLROAD,Q. 3.0TDI unlimited ed. S-T 218,43358.0,Familiar
354,AUDI,A4 ALLROAD,quattro 3.0TDI S-Tronic 218,44788.0,Familiar
355,AUDI,A4 ALLROAD,Q-ultra 2.0TFSI unlimited ed. S-T MH 252,46084.0,Familiar
356,AUDI,A4 ALLROAD,Q. 3.0TDI unlimited ed. Tip. 272,47071.0,Familiar
357,AUDI,A4 ALLROAD,quattro 3.0TDI Tiptronic 272,48397.0,Familiar
358,AUDI,A5,Sportback 1.4 TFSI Sport S tronic 150,30956.0,Deportivo bajo
359,AUDI,A5,Sportback 1.4 TFSI Sport S tronic 150,30956.0,Familiar
360,AUDI,A5,Sportback 1.4 TFSI Advanced S-T 150,31876.0,Deportivo bajo
361,AUDI,A5,Sportback 1.4 TFSI Advanced S-T 150,31876.0,Familiar
362,AUDI,A5,Coupé 2.0TDI S Line 150,32187.0,Deportivo bajo
363,AUDI,A5,Coupé 2.0TDI S Line 150,32187.0,Familiar
364,AUDI,A5,Sportback 2.0TDI Sport 150,32187.0,Deportivo bajo
365,AUDI,A5,Sportback 2.0TDI Sport 150,32187.0,Familiar
366,AUDI,A5,Coupé 2.0 TFSI S Line 190,32659.0,Deportivo bajo
367,AUDI,A5,Coupé 2.0 TFSI S Line 190,32659.0,Familiar
368,AUDI,A5,Sportback 2.0 TFSI Sport 190,32659.0,Deportivo bajo
369,AUDI,A5,Sportback 2.0 TFSI Sport 190,32659.0,Familiar
370,AUDI,A5,Sportback 2.0TDI Advanced 150,33285.0,Deportivo bajo
371,AUDI,A5,Sportback 2.0TDI Advanced 150,33285.0,Familiar
372,AUDI,A5,Coupé 2.0TDI Advanced 150,33285.0,Deportivo bajo
373,AUDI,A5,Coupé 2.0TDI Advanced 150,33285.0,Familiar
374,AUDI,A5,Coupé 2.0 TFSI S Line S-T 190,33575.0,Deportivo bajo
375,AUDI,A5,Coupé 2.0 TFSI S Line S-T 190,33575.0,Familiar
376,AUDI,A5,Sportback 2.0 TFSI Advanced 190,33579.0,Deportivo bajo
377,AUDI,A5,Sportback 2.0 TFSI Advanced 190,33579.0,Familiar
378,AUDI,A5,Coupé 2.0 TFSI Advanced 190,33956.0,Deportivo bajo
379,AUDI,A5,Coupé 2.0 TFSI Advanced 190,33956.0,Familiar
