,marca,modelo,version,precio,segmento
814,BMW,SERIE 3,318dA Business,28092.0,Familiar
815,BMW,SERIE 3,320d Touring EfficientDynamics,28939.0,Deportivo bajo
816,BMW,SERIE 3,320d Touring EfficientDynamics,28939.0,Familiar
817,BMW,SERIE 3,320i Touring,29074.0,Deportivo bajo
818,BMW,SERIE 3,320i Touring,29074.0,Familiar
819,BMW,SERIE 3,318dA Touring,29187.0,Deportivo bajo
820,BMW,SERIE 3,318dA Touring,29187.0,Familiar
821,BMW,SERIE 3,320dA EfficientDynamics,29311.0,Deportivo bajo
822,BMW,SERIE 3,320dA EfficientDynamics,29311.0,Familiar
823,BMW,SERIE 3,320iA,29526.0,Deportivo bajo
824,BMW,SERIE 3,320iA,29526.0,Familiar
825,BMW,SERIE 3,320d Touring,29603.0,Deportivo bajo
826,BMW,SERIE 3,320d Touring,29603.0,Familiar
827,BMW,SERIE 3,318d Touring (4.75),29743.0,Deportivo bajo
828,BMW,SERIE 3,318d Touring (4.75),29743.0,Familiar
829,BMW,SERIE 3,320dA,29975.0,Deportivo bajo
830,BMW,SERIE 3,320dA,29975.0,Familiar
831,BMW,SERIE 3,320d xDrive,30018.0,Deportivo bajo
832,BMW,SERIE 3,320d xDrive,30018.0,Familiar
833,BMW,SERIE 3,318d,30213.0,Deportivo bajo
834,BMW,SERIE 3,318d,30213.0,Familiar
835,BMW,SERIE 3,320dA Touring EfficientDynamics,30971.0,Deportivo bajo
836,BMW,SERIE 3,320dA Touring EfficientDynamics,30971.0,Familiar
837,BMW,SERIE 3,320iA Touring,31187.0,Deportivo bajo
838,BMW,SERIE 3,320iA Touring,31187.0,Familiar
839,BMW,SERIE 3,320d Touring xDrive,31481.0,Deportivo bajo
840,BMW,SERIE 3,320d Touring xDrive,31481.0,Familiar
841,BMW,SERIE 3,320dA Touring,31635.0,Deportivo bajo
842,BMW,SERIE 3,320dA Touring,31635.0,Familiar
843,BMW,SERIE 3,320i Gran Turismo,31997.0,Deportivo bajo
844,BMW,SERIE 3,320i Gran Turismo,31997.0,Familiar
845,BMW,SERIE 3,320dA xDrive,32050.0,Deportivo bajo
846,BMW,SERIE 3,320dA xDrive,32050.0,Familiar
847,BMW,SERIE 3,318dA,32221.0,Deportivo bajo
848,BMW,SERIE 3,318dA,32221.0,Familiar
849,BMW,SERIE 3,320d Touring (4.75),32288.0,Deportivo bajo
850,BMW,SERIE 3,320d Touring (4.75),32288.0,Familiar
851,BMW,SERIE 3,320dA Touring xDrive,32325.0,Deportivo bajo
852,BMW,SERIE 3,320dA Touring xDrive,32325.0,Familiar
853,BMW,SERIE 3,320d xDrive (4.75),32719.0,Deportivo bajo
854,BMW,SERIE 3,320d xDrive (4.75),32719.0,Familiar
855,BMW,SERIE 3,318d Gran Turismo (4.75),32926.0,Deportivo bajo
856,BMW,SERIE 3,318d Gran Turismo (4.75),32926.0,Familiar
857,BMW,SERIE 3,318dA Gran Turismo,32985.0,Deportivo bajo
858,BMW,SERIE 3,318dA Gran Turismo,32985.0,Familiar
859,BMW,SERIE 3,330iA,33515.0,Deportivo bajo
860,BMW,SERIE 3,330iA,33515.0,Familiar
861,BMW,SERIE 3,320d Gran Turismo,33690.0,Deportivo bajo
862,BMW,SERIE 3,320d Gran Turismo,33690.0,Familiar
863,BMW,SERIE 4,420i Coupé,31104.0,Deportivo bajo
864,BMW,SERIE 4,420i Coupé,31104.0,Familiar
865,BMW,SERIE 4,420i Gran Coupé,31425.0,Deportivo bajo
866,BMW,SERIE 4,420i Gran Coupé,31425.0,Familiar
867,BMW,SERIE 4,418d Gran Coupé,32150.0,Deportivo bajo
868,BMW,SERIE 4,418d Gran Coupé,32150.0,Familiar
869,BMW,SERIE 4,420iA Coupé,33292.0,Deportivo bajo
870,BMW,SERIE 4,420iA Coupé,33292.0,Familiar
871,BMW,SERIE 4,420iA Gran Coupé,33664.0,Deportivo bajo
872,BMW,SERIE 4,420iA Gran Coupé,33664.0,Familiar
873,BMW,SERIE 4,420d Coupé,33905.0,Deportivo bajo
874,BMW,SERIE 4,420d Coupé,33905.0,Familiar
875,BMW,SERIE 4,418dA Gran Coupé,34305.0,Deportivo bajo
876,BMW,SERIE 4,418dA Gran Coupé,34305.0,Familiar
877,BMW,SERIE 4,420d Gran Coupé,34306.0,Deportivo bajo
878,BMW,SERIE 4,420d Gran Coupé,34306.0,Familiar
879,BMW,SERIE 4,420dA Coupé,36011.0,Deportivo bajo
880,BMW,SERIE 4,420dA Coupé,36011.0,Familiar
881,BMW,SERIE 4,420d Coupé xDrive,36055.0,Deportivo bajo
882,BMW,SERIE 4,420d Coupé xDrive,36055.0,Familiar
883,BMW,SERIE 4,420d Gran Coupé xDrive,36309.0,Deportivo bajo
884,BMW,SERIE 4,420d Gran Coupé xDrive,36309.0,Familiar
885,BMW,SERIE 4,420dA Gran Coupé,36461.0,Deportivo bajo
886,BMW,SERIE 4,420dA Gran Coupé,36461.0,Familiar
887,BMW,SERIE 4,420i Cabrio,37081.0,Deportivo bajo
888,BMW,SERIE 4,420i Cabrio,37081.0,Familiar
889,BMW,SERIE 4,420dA Gran Coupé xDrive,37092.0,Deportivo bajo
890,BMW,SERIE 4,420dA Gran Coupé xDrive,37092.0,Familiar
891,BMW,SERIE 4,430iA Coupé,37941.0,Deportivo bajo
892,BMW,SERIE 4,430iA Coupé,37941.0,Familiar
893,BMW,SERIE 4,420dA Coupé xDrive,38161.0,Deportivo bajo
894,BMW,SERIE 4,420dA Coupé xDrive,38161.0,Familiar
895,BMW,SERIE 4,420d Coupé xDrive (4.75),38336.0,Deportivo bajo
896,BMW,SERIE 4,420d Coupé xDrive (4.75),38336.0,Familiar
897,BMW,SERIE 4,430iA Gran Coupé,38421.0,Deportivo bajo
898,BMW,SERIE 4,430iA Gran Coupé,38421.0,Familiar
899,BMW,SERIE 4,420iA Cabrio,39269.0,Deportivo bajo
900,BMW,SERIE 4,420iA Cabrio,39269.0,Familiar
901,BMW,SERIE 4,420dA Gran Coupé xDrive (4.75),39433.0,Deportivo bajo
902,BMW,SERIE 4,420dA Gran Coupé xDrive (4.75),39433.0,Familiar
903,BMW,SERIE 4,430iA Coupé xDrive,40091.0,Deportivo bajo
904,BMW,SERIE 4,430iA Coupé xDrive,40091.0,Familiar
905,BMW,SERIE 4,420dA Coupé xDrive (4.75),40524.0,Deportivo bajo
906,BMW,SERIE 4,420dA Coupé xDrive (4.75),40524.0,Familiar
907,BMW,SERIE 4,420d Cabrio,40607.0,Deportivo bajo
908,BMW,SERIE 4,420d Cabrio,40607.0,Familiar
909,BMW,SERIE 4,430iA Gran Coupé xDrive,40621.0,Deportivo bajo
910,BMW,SERIE 4,430iA Gran Coupé xDrive,40621.0,Familiar
911,BMW,SERIE 4,420dA Cabrio,41179.0,Deportivo bajo
912,BMW,SERIE 4,420dA Cabrio,41179.0,Familiar
913,BMW,SERIE 4,430dA Coupé,42198.0,Deportivo bajo
914,BMW,SERIE 4,430dA Coupé,42198.0,Familiar
915,BMW,SERIE 4,430dA Gran Coupé,42777.0,Deportivo bajo
916,BMW,SERIE 4,430dA Gran Coupé,42777.0,Familiar
917,BMW,SERIE 4,420dA Cabrio (4.75),43660.0,Deportivo bajo
918,BMW,SERIE 4,420dA Cabrio (4.75),43660.0,Familiar
919,BMW,SERIE 4,430dA Coupé xDrive,44348.0,Deportivo bajo
920,BMW,SERIE 4,430dA Coupé xDrive,44348.0,Familiar
921,BMW,SERIE 4,430iA Cabrio,44477.0,Deportivo bajo
922,BMW,SERIE 4,430iA Cabrio,44477.0,Familiar
923,BMW,SERIE 4,430dA Gran Coupé xDrive,44977.0,Deportivo bajo
924,BMW,SERIE 4,430dA Gran Coupé xDrive,44977.0,Familiar
925,BMW,SERIE 4,440iA Coupé,46197.0,Deportivo bajo
926,BMW,SERIE 4,440iA Coupé,46197.0,Familiar
927,BMW,SERIE 4,430iA Cabrio xDrive,46627.0,Deportivo bajo
928,BMW,SERIE 4,430iA Cabrio xDrive,46627.0,Familiar
929,BMW,SERIE 4,440iA Gran Coupé,46869.0,Deportivo bajo
930,BMW,SERIE 4,440iA Gran Coupé,46869.0,Familiar
931,BMW,SERIE 4,440iA Coupé xDrive,48159.0,Deportivo bajo
932,BMW,SERIE 4,440iA Coupé xDrive,48159.0,Familiar
933,BMW,SERIE 4,435dA Coupé xDrive,48562.0,Deportivo bajo
934,BMW,SERIE 4,435dA Coupé xDrive,48562.0,Familiar
935,BMW,SERIE 4,440iA Gran Coupé xDrive,48861.0,Deportivo bajo
936,BMW,SERIE 4,440iA Gran Coupé xDrive,48861.0,Familiar
937,BMW,SERIE 4,430dA Cabrio,48992.0,Deportivo bajo
938,BMW,SERIE 4,430dA Cabrio,48992.0,Familiar
939,BMW,SERIE 4,435dA Gran Coupé xDrive,49289.0,Deportivo bajo
940,BMW,SERIE 4,435dA Gran Coupé xDrive,49289.0,Familiar
941,BMW,SERIE 4,440iA Cabrio,52948.0,Deportivo bajo
942,BMW,SERIE 4,440iA Cabrio,52948.0,Familiar
943,BMW,SERIE 5,520d,39641.0,Berlina
944,BMW,SERIE 5,520iA,41790.0,Berlina
945,BMW,SERIE 5,520dA,41896.0,Berlina
946,BMW,SERIE 5,520dA Efficient Dynamics,41973.0,Berlina
947,BMW,SERIE 5,520d Touring,42325.0,Berlina
948,BMW,SERIE 5,520dA Business,42984.0,Berlina
949,BMW,SERIE 5,520dA xDrive,44041.0,Berlina
950,BMW,SERIE 5,520iA Touring,44122.0,Berlina
951,BMW,SERIE 5,520dA Touring,44580.0,Berlina
952,BMW,SERIE 5,520d Touring (4.75),45289.0,Berlina
953,BMW,SERIE 5,530iA,45706.0,Berlina
954,BMW,SERIE 5,520dA Touring xDrive,46718.0,Berlina
955,BMW,SERIE 5,520dA xDrive (4.75),47405.0,Berlina
956,BMW,SERIE 5,525dA,47429.0,Berlina
957,BMW,SERIE 5,530iA xDrive,47510.0,Berlina
958,BMW,SERIE 5,530iA Touring,49226.0,Berlina
959,BMW,SERIE 5,525dA Touring,49490.0,Berlina
960,BMW,SERIE 5,530e iPerformance,49585.0,Berlina
961,BMW,SERIE 5,530dA,50861.0,Berlina
962,BMW,SERIE 5,525dA (4.75),50926.0,Berlina
963,BMW,SERIE 5,530i Touring xDrive,51030.0,Berlina
964,BMW,SERIE 5,530dA xDrive,51910.0,Berlina
965,BMW,SERIE 5,530dA Touring,53186.0,Berlina
966,BMW,SERIE 5,530dA (4.75),54493.0,Berlina
967,BMW,SERIE 5,530dA Touring xDrive,54770.0,Berlina
968,BMW,SERIE 5,540iA,55694.0,Berlina
969,BMW,SERIE 5,540dA xDrive,57366.0,Berlina
970,BMW,SERIE 5,540iA xDrive,58378.0,Berlina
971,BMW,SERIE 5,540d Touring xDrive,59786.0,Berlina
972,BMW,SERIE 5,540iA Touring xDrive,61925.0,Berlina
973,BMW,SERIE 5,540iA xDrive (9.75),62399.0,Berlina
974,BMW,SERIE 5,M550dA xDrive,82050.0,Berlina
975,BMW,SERIE 5,M550iA xDrive,84964.0,Berlina
976,BMW,SERIE 6,630iA Gran Turismo,68447.0,Berlina
977,BMW,SERIE 6,630iA Gran Turismo,68447.0,Deportivo alto
978,BMW,SERIE 6,630d Gran Turismo,73747.0,Berlina
979,BMW,SERIE 6,630d Gran Turismo,73747.0,Deportivo alto
980,BMW,SERIE 6,630d Gran Turismo xDrive,76447.0,Berlina
981,BMW,SERIE 6,630d Gran Turismo xDrive,76447.0,Deportivo alto
982,BMW,SERIE 6,640iA Gran Turismo (4.75),76777.0,Berlina
983,BMW,SERIE 6,640iA Gran Turismo (4.75),76777.0,Deportivo alto
984,BMW,SERIE 6,640iA Gran Turismo,79829.0,Berlina
985,BMW,SERIE 6,640iA Gran Turismo,79829.0,Deportivo alto
986,BMW,SERIE 6,640iA Gran Turismo xDrive,82529.0,Berlina
987,BMW,SERIE 6,640iA Gran Turismo xDrive,82529.0,Deportivo alto
988,BMW,SERIE 6,640iA Coupé,88163.0,Berlina
989,BMW,SERIE 6,640iA Coupé,88163.0,Deportivo alto
990,BMW,SERIE 6,640dA Coupé,89688.0,Berlina
991,BMW,SERIE 6,640dA Coupé,89688.0,Deportivo alto
992,BMW,SERIE 6,640iA Gran Coupé,89967.0,Berlina
993,BMW,SERIE 6,640iA Gran Coupé,89967.0,Deportivo alto
994,BMW,SERIE 6,640iA Coupé xDrive,91419.0,Berlina
995,BMW,SERIE 6,640iA Coupé xDrive,91419.0,Deportivo alto
996,BMW,SERIE 6,640dA Gran Coupé,91668.0,Berlina
997,BMW,SERIE 6,640dA Gran Coupé,91668.0,Deportivo alto
998,BMW,SERIE 6,640dA Coupé xDrive,92900.0,Berlina
999,BMW,SERIE 6,640dA Coupé xDrive,92900.0,Deportivo alto
1000,BMW,SERIE 6,640iA Gran Coupé xDrive,93355.0,Berlina
1001,BMW,SERIE 6,640iA Gran Coupé xDrive,93355.0,Deportivo alto
1002,BMW,SERIE 6,640dA Gran Coupé xDrive,94880.0,Berlina
1003,BMW,SERIE 6,640dA Gran Coupé xDrive,94880.0,Deportivo alto
1004,BMW,SERIE 6,640iA Cabrio,96523.0,Berlina
1005,BMW,SERIE 6,640iA Cabrio,96523.0,Deportivo alto
1006,BMW,SERIE 6,640dA Cabrio,98356.0,Berlina
1007,BMW,SERIE 6,640dA Cabrio,98356.0,Deportivo alto
1008,BMW,SERIE 6,650iA Coupé (9.75),99170.0,Berlina
1009,BMW,SERIE 6,650iA Coupé (9.75),99170.0,Deportivo alto
1010,BMW,SERIE 6,640iA Cabrio xDrive,99735.0,Berlina
1011,BMW,SERIE 6,640iA Cabrio xDrive,99735.0,Deportivo alto
1012,BMW,SERIE 6,650iA Gran Coupé (9.75),101077.0,Berlina
1013,BMW,SERIE 6,650iA Gran Coupé (9.75),101077.0,Deportivo alto
1014,BMW,SERIE 6,640dA Cabrio xDrive,101612.0,Berlina
1015,BMW,SERIE 6,640dA Cabrio xDrive,101612.0,Deportivo alto
1016,BMW,SERIE 6,650iA Coupé,102962.0,Berlina
1017,BMW,SERIE 6,650iA Coupé,102962.0,Deportivo alto
1018,BMW,SERIE 6,650iA Gran Coupé,104942.0,Berlina
1019,BMW,SERIE 6,650iA Gran Coupé,104942.0,Deportivo alto
1020,BMW,SERIE 6,650iA Coupé xDrive,106042.0,Berlina
1021,BMW,SERIE 6,650iA Coupé xDrive,106042.0,Deportivo alto
1022,BMW,SERIE 6,650iA Gran Coupé xDrive,108198.0,Berlina
1023,BMW,SERIE 6,650iA Gran Coupé xDrive,108198.0,Deportivo alto
1024,BMW,SERIE 6,650iA Cabrio,112378.0,Berlina
1025,BMW,SERIE 6,650iA Cabrio,112378.0,Deportivo alto
1026,BMW,SERIE 6,650iA Cabrio xDrive,115634.0,Berlina
1027,BMW,SERIE 6,650iA Cabrio xDrive,115634.0,Deportivo alto
1028,BMW,SERIE 6,M6A Coupé,133938.0,Berlina
1029,BMW,SERIE 6,M6A Coupé,133938.0,Deportivo alto
1030,BMW,SERIE 6,M6A Gran Coupé,137502.0,Berlina
1031,BMW,SERIE 6,M6A Gran Coupé,137502.0,Deportivo alto
1032,BMW,SERIE 6,M6A Cabrio,142870.0,Berlina
1033,BMW,SERIE 6,M6A Cabrio,142870.0,Deportivo alto
1034,BMW,SERIE 7,730dA (0.0),80149.0,Gran lujo
1035,BMW,SERIE 7,730dA,83295.0,Gran lujo
1036,BMW,SERIE 7,730LdA,86903.0,Gran lujo
1037,BMW,SERIE 7,730dA xDrive,87255.0,Gran lujo
1038,BMW,SERIE 7,740e iPerformance,90340.0,Gran lujo
1039,BMW,SERIE 7,730LdA xDrive,90863.0,Gran lujo
1040,BMW,SERIE 7,740dA xDrive,92447.0,Gran lujo
1041,BMW,SERIE 7,740LdA xDrive,96055.0,Gran lujo
1042,BMW,SERIE 7,740Le xDrive iPerformance,97864.0,Gran lujo
1043,BMW,SERIE 7,750iA,108189.0,Gran lujo
1044,BMW,SERIE 7,750LiA,111753.0,Gran lujo
1045,BMW,SERIE 7,750dA xDrive,113391.0,Gran lujo
1046,BMW,SERIE 7,750LdA xDrive,117175.0,Gran lujo
1047,BMW,SERIE 7,750iA xDrive,118397.0,Gran lujo
1048,BMW,SERIE 7,750LiA xDrive,122005.0,Gran lujo
1049,BMW,SERIE 7,M760LiA xDrive,170572.0,Gran lujo
1050,BMW,X1,sDrive 16d,24666.0,TTE Compacto
1051,BMW,X1,sDrive 18d,26167.0,TTE Compacto
1052,BMW,X1,sDrive 18i,26617.0,TTE Compacto
1053,BMW,X1,sDrive 16d Business,27186.0,TTE Compacto
1054,BMW,X1,sDrive 18dA,28240.0,TTE Compacto
1055,BMW,X1,sDrive 18iA,28596.0,TTE Compacto
1056,BMW,X1,xDrive 18d,29288.0,TTE Compacto
1057,BMW,X1,sDrive 18dA Business,30290.0,TTE Compacto
1058,BMW,X1,sDrive 20iA,30841.0,TTE Compacto
1059,BMW,X1,sDrive 20dA,31263.0,TTE Compacto
1060,BMW,X1,xDrive 18dA,31442.0,TTE Compacto
1061,BMW,X1,xDrive 20dA,32974.0,TTE Compacto
1062,BMW,X1,sDrive 20dA (4.75),33998.0,TTE Compacto
1063,BMW,X1,xDrive 25dA,37159.0,TTE Compacto
1064,BMW,X1,xDrive 25iA,38160.0,TTE Compacto
1065,BMW,X3,xDrive 20dA,40190.0,TTE Familiar
1066,BMW,X3,xDrive 30dA,46624.0,TTE Familiar
1067,BMW,X3,M40iA,56404.0,TTE Familiar
1068,BMW,X4,xDrive 20d,40118.0,TTE Familiar
1069,BMW,X4,xDrive 20iA,40283.0,TTE Familiar
1070,BMW,X4,xDrive 20dA,42486.0,TTE Familiar
1071,BMW,X4,xDrive 28iA,47112.0,TTE Familiar
1072,BMW,X4,xDrive 30dA,51211.0,TTE Familiar
1073,BMW,X4,xDrive 35iA,54725.0,TTE Familiar
1074,BMW,X4,xDrive 35dA,55039.0,TTE Familiar
1075,BMW,X4,M40iA,61511.0,TTE Familiar
1076,BMW,X5,sDrive 25dA,50295.0,TTE Superior
1077,BMW,X5,xDrive 25dA,53243.0,TTE Superior
1078,BMW,X5,xDrive 30dA,58479.0,TTE Superior
1079,BMW,X5,xDrive 35iA,59604.0,TTE Superior
1080,BMW,X5,xDrive 40dA,63055.0,TTE Superior
1081,BMW,X5,xDrive 40e,63188.0,TTE Superior
1082,BMW,X5,xDrive 50iA,85879.0,TTE Superior
1083,BMW,X5,M50dA,90503.0,TTE Superior
1084,BMW,X5,M A,122644.0,TTE Superior
1085,BMW,X6,xDrive 35iA,64631.0,TTE Superior
1086,BMW,X6,xDrive 30dA,67540.0,TTE Superior
1087,BMW,X6,xDrive 35iA (14.75),69127.0,TTE Superior
1088,BMW,X6,xDrive 40dA,70858.0,TTE Superior
1089,BMW,X6,xDrive 50iA,86711.0,TTE Superior
1090,BMW,X6,xDrive M50dA,96429.0,TTE Superior
1091,BMW,X6,MA,122571.0,TTE Superior
1092,CITROEN,C-ELYSéE,1.2 PureTech Feel 82,8463.0,Berlina
1093,CITROEN,C-ELYSéE,1.2 PureTech Shine 82,9931.0,Berlina
1094,CITROEN,C-ELYSéE,1.6 VTi Feel 115,10052.0,Berlina
1095,CITROEN,C-ELYSéE,1.6 VTi Shine 115,10952.0,Berlina
1096,CITROEN,C-ELYSéE,1.6BlueHDi Feel 100,11077.0,Berlina
1097,CITROEN,C-ELYSéE,1.6 VTi Feel EAT6 115,11352.0,Berlina
1098,CITROEN,C-ELYSéE,1.6BlueHDi Shine 100,11953.0,Berlina
1099,CITROEN,C-ELYSéE,1.6 VTi Shine EAT6 115,12252.0,Berlina
1100,CITROEN,C-ELYSéE,1.6 VTi GLP Ferrosite Feel 115,12502.0,Berlina
1101,CITROEN,C-ELYSéE,1.6 VTi GLP Ferrosite Shine 115,13402.0,Berlina
1102,CITROEN,C-ZERO,Airdream Seduction,20888.0,Superutilitario
1103,CITROEN,C1,1.2 PureTech Feel,7917.0,Superutilitario
1104,CITROEN,C1,1.2 PureTech Feel,8217.0,Superutilitario
1105,CITROEN,C1,1.2 PureTech Furio,8867.0,Superutilitario
1106,CITROEN,C1,1.2 PureTech City Edition,9179.0,Superutilitario
1107,CITROEN,C1,1.0 VTi City Edition ETG,9700.0,Superutilitario
1108,CITROEN,C1,Airscape 1.2 PureTech Shine,10207.0,Superutilitario
1109,CITROEN,C1,Airscape 1.2 PureTech Shine,10507.0,Superutilitario
1110,CITROEN,C3,1.2 PureTech Live 68,8298.0,Monovolumen polivalente
1111,CITROEN,C3,1.2 PureTech Live 68,8298.0,Utilitario/Polivalente
1112,CITROEN,C3,1.2 PureTech Feel 68,9093.0,Monovolumen polivalente
1113,CITROEN,C3,1.2 PureTech Feel 68,9093.0,Utilitario/Polivalente
1114,CITROEN,C3,1.2 PureTech Feel 82,9985.0,Monovolumen polivalente
1115,CITROEN,C3,1.2 PureTech Feel 82,9985.0,Utilitario/Polivalente
1116,CITROEN,C3,1.6BlueHDi S&S; Live 75,10739.0,Monovolumen polivalente
1117,CITROEN,C3,1.6BlueHDi S&S; Live 75,10739.0,Utilitario/Polivalente
1118,CITROEN,C3,1.6BlueHDi S&S; Feel 75,11442.0,Monovolumen polivalente
1119,CITROEN,C3,1.6BlueHDi S&S; Feel 75,11442.0,Utilitario/Polivalente
1120,CITROEN,C3,1.2 PureTech S&S; Feel EAT6 110,11522.0,Monovolumen polivalente
1121,CITROEN,C3,1.2 PureTech S&S; Feel EAT6 110,11522.0,Utilitario/Polivalente
1122,CITROEN,C3,1.2 PureTech GLP Feel 82,11724.0,Monovolumen polivalente
1123,CITROEN,C3,1.2 PureTech GLP Feel 82,11724.0,Utilitario/Polivalente
1124,CITROEN,C3,1.6BlueHDi S&S; Business 75,11829.0,Monovolumen polivalente
1125,CITROEN,C3,1.6BlueHDi S&S; Business 75,11829.0,Utilitario/Polivalente
1126,CITROEN,C3,1.2 PureTech Business 82,12257.0,Monovolumen polivalente
1127,CITROEN,C3,1.2 PureTech Business 82,12257.0,Utilitario/Polivalente
1128,CITROEN,C3,1.6BlueHDi S&S; Feel 100,12279.0,Monovolumen polivalente
1129,CITROEN,C3,1.6BlueHDi S&S; Feel 100,12279.0,Utilitario/Polivalente
1130,CITROEN,C3,1.2 PureTech Shine 82,12420.0,Monovolumen polivalente
1131,CITROEN,C3,1.2 PureTech Shine 82,12420.0,Utilitario/Polivalente
1132,CITROEN,C3,1.2 PureTech S&S; Shine 110,13709.0,Monovolumen polivalente
1133,CITROEN,C3,1.2 PureTech S&S; Shine 110,13709.0,Utilitario/Polivalente
1134,CITROEN,C3,1.6BlueHDi S&S; Shine 75,13893.0,Monovolumen polivalente
1135,CITROEN,C3,1.6BlueHDi S&S; Shine 75,13893.0,Utilitario/Polivalente
1136,CITROEN,C3,1.6BlueHDi S&S; Shine 100,14829.0,Monovolumen polivalente
1137,CITROEN,C3,1.6BlueHDi S&S; Shine 100,14829.0,Utilitario/Polivalente
1138,CITROEN,C3,1.2 PureTech S&S; Shine EAT6 110,14905.0,Monovolumen polivalente
1139,CITROEN,C3,1.2 PureTech S&S; Shine EAT6 110,14905.0,Utilitario/Polivalente
1140,CITROEN,C3,Picasso 1.2 PureTech Live Edition 110,16721.0,Monovolumen polivalente
1141,CITROEN,C3,Picasso 1.2 PureTech Live Edition 110,16721.0,Utilitario/Polivalente
1142,CITROEN,C3,Picasso 1.2 PureTech Feel Edition 110,18241.0,Monovolumen polivalente
1143,CITROEN,C3,Picasso 1.2 PureTech Feel Edition 110,18241.0,Utilitario/Polivalente
1144,CITROEN,C3,Picasso 1.6BlueHDi Live Edition 100,18361.0,Monovolumen polivalente
1145,CITROEN,C3,Picasso 1.6BlueHDi Live Edition 100,18361.0,Utilitario/Polivalente
1146,CITROEN,C3,Picasso 1.6BlueHDi Feel Edition 100,19881.0,Monovolumen polivalente
1147,CITROEN,C3,Picasso 1.6BlueHDi Feel Edition 100,19881.0,Utilitario/Polivalente
1148,CITROEN,C3,Picasso 1.6BlueHDi Exclusive 100,21261.0,Monovolumen polivalente
1149,CITROEN,C3,Picasso 1.6BlueHDi Exclusive 100,21261.0,Utilitario/Polivalente
1150,CITROEN,C3 AIRCROSS,Puretech Live 82,11033.0,Monovolumen polivalente
1151,CITROEN,C3 AIRCROSS,Puretech Feel 82,12533.0,Monovolumen polivalente
1152,CITROEN,C3 AIRCROSS,BlueHDi Live 100,13383.0,Monovolumen polivalente
1153,CITROEN,C3 AIRCROSS,Puretech S&S; Feel 110,13933.0,Monovolumen polivalente
1154,CITROEN,C3 AIRCROSS,Puretech S&S; Feel 130,14006.0,Monovolumen polivalente
1155,CITROEN,C3 AIRCROSS,BlueHDi Feel 100,14883.0,Monovolumen polivalente
1156,CITROEN,C3 AIRCROSS,Puretech S&S; S.E. Lanzamiento 110,15812.0,Monovolumen polivalente
1157,CITROEN,C3 AIRCROSS,BlueHDi Feel 120,15933.0,Monovolumen polivalente
1158,CITROEN,C3 AIRCROSS,Puretech S&S; Shine 110,16433.0,Monovolumen polivalente
1159,CITROEN,C3 AIRCROSS,Puretech S&S; Shine 130,16506.0,Monovolumen polivalente
1160,CITROEN,C3 AIRCROSS,BlueHDi Shine 100,17383.0,Monovolumen polivalente
1161,CITROEN,C3 AIRCROSS,Puretech S&S; Shine EAT6 110,17714.0,Monovolumen polivalente
1162,CITROEN,C3 AIRCROSS,BlueHDi Shine 120,18433.0,Monovolumen polivalente
1163,CITROEN,C4,1.2 PureTech Live 110,12181.0,Compacto
1164,CITROEN,C4,1.2 PureTech Live 110,12181.0,Monovolumen compacto
1165,CITROEN,C4,1.6BlueHDI Live 100,12782.0,Compacto
1166,CITROEN,C4,1.6BlueHDI Live 100,12782.0,Monovolumen compacto
1167,CITROEN,C4,1.2 PureTech Live Edition 110,13382.0,Compacto
1168,CITROEN,C4,1.2 PureTech Live Edition 110,13382.0,Monovolumen compacto
1169,CITROEN,C4,1.6BlueHDI Live Edition 100,13886.0,Compacto
1170,CITROEN,C4,1.6BlueHDI Live Edition 100,13886.0,Monovolumen compacto
1171,CITROEN,C4,1.2 PureTech Live Edition 130,14382.0,Compacto
1172,CITROEN,C4,1.2 PureTech Live Edition 130,14382.0,Monovolumen compacto
1173,CITROEN,C4,Picasso 1.2 PureTech S&S; First 110,14532.0,Compacto
1174,CITROEN,C4,Picasso 1.2 PureTech S&S; First 110,14532.0,Monovolumen compacto
1175,CITROEN,C4,1.6BlueHDI S&S; Business 100,14569.0,Compacto
1176,CITROEN,C4,1.6BlueHDI S&S; Business 100,14569.0,Monovolumen compacto
1177,CITROEN,C4,1.2 PureTech Feel Edition 110,14752.0,Compacto
1178,CITROEN,C4,1.2 PureTech Feel Edition 110,14752.0,Monovolumen compacto
1179,CITROEN,C4,1.6BlueHDI S&S; Live Edition 120,15086.0,Compacto
1180,CITROEN,C4,1.6BlueHDI S&S; Live Edition 120,15086.0,Monovolumen compacto
1181,CITROEN,C4,1.6BlueHDI Feel Edition 100,15280.0,Compacto
1182,CITROEN,C4,1.6BlueHDI Feel Edition 100,15280.0,Monovolumen compacto
1183,CITROEN,C4,Picasso 1.2 PureTech S&S; Live 110,15361.0,Compacto
1184,CITROEN,C4,Picasso 1.2 PureTech S&S; Live 110,15361.0,Monovolumen compacto
1185,CITROEN,C4,1.2 PureTech S&S; Feel Edition 130,15631.0,Compacto
1186,CITROEN,C4,1.2 PureTech S&S; Feel Edition 130,15631.0,Monovolumen compacto
1187,CITROEN,C4,Picasso 1.2 PureTech S&S; Live 130,16000.0,Compacto
1188,CITROEN,C4,Picasso 1.2 PureTech S&S; Live 130,16000.0,Monovolumen compacto
1189,CITROEN,C4,Picasso 1.6BlueHDI S&S; Live 100,16319.0,Compacto
